ID;TASK;QUERY;CAT;DIFFICULTY;MENTION#0;URL#0;RELEVANCE#0;MENTION#1;URL#1;RELEVANCE#1;MENTION#2;URL#2;RELEVANCE#2;MENTION#3;URL#3;RELEVANCE#3;MENTION#4;URL#4;RELEVANCE#4;MENTION#5;URL#5;RELEVANCE#5;MENTION#6;URL#6;RELEVANCE#6;MENTION#7;URL#7;RELEVANCE#7;MENTION#8;URL#8;RELEVANCE#8;MENTION#9;URL#9;RELEVANCE#9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-034;exer;indigo written by alice hoffman;ConQ;1;indigo;https://en.wikipedia.org/wiki/Indigo_(Hoffman_novel);2;alice hoffman;https://en.wikipedia.org/wiki/Alice_Hoffman;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-034;imer;indigo written by alice hoffman;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-035;exer;indigo written by marina warner;ConQ;1;indigo;https://en.wikipedia.org/wiki/Indigo_(Warner_novel);2;marina warner;https://en.wikipedia.org/wiki/Marina_Warner;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-035;imer;indigo written by marina warner;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-036;exer;indigo airlines from india;ConQ;1;indigo;https://en.wikipedia.org/wiki/IndiGo;2;india;https://en.wikipedia.org/wiki/India;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-036;imer;indigo airlines from india;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-037;exer;battle of iwo jima;ConQ, LQ;1;battle of iwo jima;https://en.wikipedia.org/wiki/Battle_of_Iwo_Jima;2;iwo jima;https://en.wikipedia.org/wiki/Iwo_Jima;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-037;imer;battle of iwo jima;ConQ, LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-038;exer;letters from iwo jima directed by clint eastwood;ConQ;1;letters from iwo jima;https://en.wikipedia.org/wiki/Letters_from_Iwo_Jima;2;clint eastwood;https://en.wikipedia.org/wiki/Clint_Eastwood;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-038;imer;letters from iwo jima directed by clint eastwood;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-039;exer;sands of iwo jima;ConQ, LQ;1;sands of iwo jima;https://en.wikipedia.org/wiki/Sands_of_Iwo_Jima;2;iwo jima;https://en.wikipedia.org/wiki/Iwo_Jima;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-039;imer;sands of iwo jima;ConQ, LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-040;exer;atari jaguar video game console;ConQ;1;atari jaguar;https://en.wikipedia.org/wiki/Atari_Jaguar;2;atari;https://en.wikipedia.org/wiki/Atari;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-040;imer;atari jaguar video game console;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-041;exer;fender jaguar string change;ConQ;1;fender jaguar;https://en.wikipedia.org/wiki/Fender_Jaguar;2;fender;https://en.wikipedia.org/wiki/Fender_Musical_Instruments_Corporation;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-041;imer;fender jaguar string change;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-042;exer;claas jaguar forage harvester;ConQ;1;claas jaguar;https://en.wikipedia.org/wiki/Claas_Jaguar;2;claas;https://en.wikipedia.org/wiki/Claas;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-042;imer;claas jaguar forage harvester;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-043;exer;jacksonville jaguars nfl team florida;ConQ;1;jacksonville jaguars;https://en.wikipedia.org/wiki/Jacksonville_Jaguars;2;nfl;https://en.wikipedia.org/wiki/National_Football_League;2;florida;https://en.wikipedia.org/wiki/Florida;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-043;imer;jacksonville jaguars nfl team florida;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-044;exer;la plata in argentina;ConQ;1;la plata;https://en.wikipedia.org/wiki/La_Plata;2;argentina;https://en.wikipedia.org/wiki/Argentina;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-044;imer;la plata in argentina;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-045;exer;la plata maryland;LQ;1;la plata maryland;https://en.wikipedia.org/wiki/La_Plata,_Maryland;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-045;imer;la plata maryland;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-046;exer;la plata county colorado;LQ;1;la plata county colorado;https://en.wikipedia.org/wiki/La_Plata_County,_Colorado;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-046;imer;la plata county colorado;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-047;exer;la plata river in colorado;ConQ, LQ;1;la plata river;https://en.wikipedia.org/wiki/La_Plata_River_(San_Juan_River_tributary);2;colorado;https://en.wikipedia.org/wiki/Colorado;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-047;imer;la plata river in colorado;ConQ, LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-048;exer;rio de la plata puerto rico;LQ;1;rio de la plata puerto rico;https://en.wikipedia.org/wiki/Rio_de_la_Plata_(Puerto_Rico);2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-048;imer;rio de la plata puerto rico;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-049;exer;battle of la plata in cuba;ConQ;1;battle of la plata;https://en.wikipedia.org/wiki/Battle_of_La_Plata;2;cuba;https://en.wikipedia.org/wiki/Cuba;2;la plata;https://en.wikipedia.org/wiki/La_Plata;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-049;imer;battle of la plata in cuba;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-050;exer;labyrinth directed by jim henson;ConQ;1;labyrinth;https://en.wikipedia.org/wiki/Labyrinth_(film);2;jim henson;https://en.wikipedia.org/wiki/Jim_Henson;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-050;imer;labyrinth directed by jim henson;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-051;exer;pans labyrinth by guillermo del toro;ConQ;1;pans labyrinth;https://en.wikipedia.org/wiki/Pan%27s_Labyrinth;2;guillermo del toro;https://en.wikipedia.org/wiki/Guillermo_del_Toro;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-051;imer;pans labyrinth by guillermo del toro;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-052;exer;labyrinth written by kate mosse;ConQ;1;labyrinth;https://en.wikipedia.org/wiki/Labyrinth_(novel);2;kate mosse;https://en.wikipedia.org/wiki/Kate_Mosse;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-052;imer;labyrinth written by kate mosse;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-053;exer;labyrinth released by juno reactor;ConQ;1;labyrinth;https://en.wikipedia.org/wiki/Labyrinth_(Juno_Reactor_album);2;juno reactor;https://en.wikipedia.org/wiki/Juno_Reactor;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-053;imer;labyrinth released by juno reactor;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-054;exer;landau an der isar in bavaria;ConQ;1;landau an der isar;https://en.wikipedia.org/wiki/Landau_an_der_Isar;2;bavaria;https://en.wikipedia.org/wiki/Bavaria;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-054;imer;landau an der isar in bavaria;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-055;exer;david landau israeli journalist;ConQ;1;david landau;https://en.wikipedia.org/wiki/David_Landau_(journalist);2;israeli;https://en.wikipedia.org/wiki/Israel;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-055;imer;david landau israeli journalist;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-056;exer;life on mars by david bowie;ConQ;1;life on mars;https://en.wikipedia.org/wiki/Life_on_Mars_(song);2;david bowie;https://en.wikipedia.org/wiki/David_Bowie;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-056;imer;life on mars by david bowie;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-057;exer;the magic mountain written by thomas mann;ConQ;1;the magic mountain;https://en.wikipedia.org/wiki/The_Magic_Mountain;2;thomas mann;https://en.wikipedia.org/wiki/Thomas_Mann;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-057;imer;the magic mountain written by thomas mann;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-058;exer;six flags magic mountain;LQ;1;six flags magic mountain;https://en.wikipedia.org/wiki/Six_Flags_Magic_Mountain;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-058;imer;six flags magic mountain;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-059;exer;magic mountain in new brunswick;ConQ;1;magic mountain;https://en.wikipedia.org/wiki/Magic_Mountain_(New_Brunswick);2;new brunswick;https://en.wikipedia.org/wiki/New_Brunswick;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-059;imer;magic mountain in new brunswick;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-060;exer;magic mountain resort idaho;ConQ;1;magic mountain resort;https://en.wikipedia.org/wiki/Magic_Mountain_Resort;2;idaho;https://en.wikipedia.org/wiki/Idaho;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-060;imer;magic mountain resort idaho;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-061;exer;magic mountain ski area vermont;ConQ;1;magic mountain ski area;https://en.wikipedia.org/wiki/Magic_Mountain_Ski_Area;2;vermont;https://en.wikipedia.org/wiki/Vermont;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-061;imer;magic mountain ski area vermont;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-062;exer;the matador starring pierce brosnan;ConQ;1;the matador;https://en.wikipedia.org/wiki/The_Matador;2;pierce brosnan;https://en.wikipedia.org/wiki/Pierce_Brosnan;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-062;imer;the matador starring pierce brosnan;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-063;exer;matador directed by pedro almodovar;ConQ;1;matador;https://en.wikipedia.org/wiki/Matador_(film);2;pedro almodovar;https://en.wikipedia.org/wiki/Pedro_Almod%C3%B3var;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-063;imer;matador directed by pedro almodovar;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-064;exer;matador by los fabulosos cadillacs;ConQ;1;matador;https://en.wikipedia.org/wiki/Matador_(Los_Fabulosos_Cadillacs_song);2;los fabulosos cadillacs;https://en.wikipedia.org/wiki/Los_Fabulosos_Cadillacs;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-064;imer;matador by los fabulosos cadillacs;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-065;exer;metamorphosis ii;LQ;1;metamorphosis ii;https://en.wikipedia.org/wiki/Metamorphosis_II;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-065;imer;metamorphosis ii;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-066;exer;metamorphosis iii;LQ;1;metamorphosis iii;https://en.wikipedia.org/wiki/Metamorphosis_III;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-066;imer;metamorphosis iii;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-067;exer;metamorphosis by rolling stones;ConQ;1;metamorphosis;https://en.wikipedia.org/wiki/Metamorphosis_(The_Rolling_Stones_album);2;rolling stones;https://en.wikipedia.org/wiki/The_Rolling_Stones;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-067;imer;metamorphosis by rolling stones;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-068;exer;metamorphosis by papa roach;ConQ;1;metamorphosis;https://en.wikipedia.org/wiki/Metamorphosis_(Papa_Roach_album);2;papa roach;https://en.wikipedia.org/wiki/Papa_Roach;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-068;imer;metamorphosis by papa roach;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-069;exer;the metamorphosis by franz kafka;ConQ;1;the metamorphosis;https://en.wikipedia.org/wiki/The_Metamorphosis;2;franz kafka;https://en.wikipedia.org/wiki/Franz_Kafka;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-069;imer;the metamorphosis by franz kafka;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-070;exer;minotaur directed by jonathan english 2006;ConQ;1;minotaur;https://en.wikipedia.org/wiki/Minotaur_(film);2;jonathan english;https://en.wikipedia.org/wiki/Jonathan_English;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-070;imer;minotaur directed by jonathan english 2006;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-071;exer;minotaur the labyrinths of crete;LQ;1;minotaur the labyrinths of crete;https://en.wikipedia.org/wiki/Minotaur:_The_Labyrinths_of_Crete;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-071;imer;minotaur the labyrinths of crete;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-072;exer;minotaur launch to space;ConQ;1;minotaur;https://en.wikipedia.org/wiki/Minotaur_(rocket_family);2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-072;imer;minotaur launch to space;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-073;exer;mira italy near venice;ConQ;1;mira;https://en.wikipedia.org/wiki/Mira,_Veneto;2;italy;https://en.wikipedia.org/wiki/Italy;2;venice;https://en.wikipedia.org/wiki/Venice;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-073;imer;mira italy near venice;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-074;exer;the mirage las vegas strip terry fator;ConQ;2;the mirage;https://en.wikipedia.org/wiki/The_Mirage;2;las vegas strip;https://en.wikipedia.org/wiki/Las_Vegas_Strip;2;terry fator;https://en.wikipedia.org/wiki/Terry_Fator;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-074;imer;the mirage las vegas strip terry fator;ConQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-075;exer;el mirage arizona;LQ;1;el mirage arizona;https://en.wikipedia.org/wiki/El_Mirage,_Arizona;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-075;imer;el mirage arizona;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-076;exer;mirage by fleetwood mac;ConQ;1;mirage;https://en.wikipedia.org/wiki/Mirage_(Fleetwood_Mac_album);2;fleetwood mac;https://en.wikipedia.org/wiki/Fleetwood_Mac;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-076;imer;mirage by fleetwood mac;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-077;exer;mirage by meat puppets;ConQ;1;mirage;https://en.wikipedia.org/wiki/Mirage_(Meat_Puppets_album);2;meat puppets;https://en.wikipedia.org/wiki/Meat_Puppets;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-077;imer;mirage by meat puppets;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-078;exer;mirage studios comic book company;ConQ;1;mirage studios;https://en.wikipedia.org/wiki/Mirage_Studios;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-078;imer;mirage studios comic book company;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-079;exer;chevrolet monte carlo two-door coupe;ConQ;1;chevrolet monte carlo;https://en.wikipedia.org/wiki/Chevrolet_Monte_Carlo;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-079;imer;chevrolet monte carlo two-door coupe;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-080;exer;monte carlo monaco;LQ;1;monte carlo monaco;https://en.wikipedia.org/wiki/Monte_Carlo;2;monaco;https://en.wikipedia.org/wiki/Monaco;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-080;imer;monte carlo monaco;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-081;exer;monte carlo distributed by 20th century fox;ConQ;1;monte carlo;https://en.wikipedia.org/wiki/Monte_Carlo_(2011_film);2;20th century fox;https://en.wikipedia.org/wiki/20th_Century_Fox;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-081;imer;monte carlo distributed by 20th century fox;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-082;exer;oppenheim town in germany;ConQ;1;oppenheim;https://en.wikipedia.org/wiki/Oppenheim;2;germany;https://en.wikipedia.org/wiki/Germany;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-082;imer;oppenheim town in germany;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-083;exer;oppenheim town in new york;ConQ;1;oppenheim;https://en.wikipedia.org/wiki/Oppenheim,_New_York;2;new york;https://en.wikipedia.org/wiki/New_York_(state);2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-083;imer;oppenheim town in new york;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-084;exer;out of control released by peter criss;ConQ;1;out of control;https://en.wikipedia.org/wiki/Out_of_Control_(Peter_Criss_album);2;peter criss;https://en.wikipedia.org/wiki/Peter_Criss;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-084;imer;out of control released by peter criss;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-085;exer;out of control produced by hoobastank;ConQ;1;out of control;https://en.wikipedia.org/wiki/Out_of_Control_(Hoobastank_song);2;hoobastank;https://en.wikipedia.org/wiki/Hoobastank;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-085;imer;out of control produced by hoobastank;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-086;exer;pelican post-metal from chicago;ConQ;1;pelican;https://en.wikipedia.org/wiki/Pelican_(band);2;post-metal;https://en.wikipedia.org/wiki/Post-metal;2;chicago;https://en.wikipedia.org/wiki/Chicago;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-086;imer;pelican post-metal from chicago;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-087;exer;purple haze by the jimi hendrix experience;ConQ;1;purple haze;https://en.wikipedia.org/wiki/Purple_Haze;2;the jimi hendrix experience;https://en.wikipedia.org/wiki/The_Jimi_Hendrix_Experience;2;jimi hendrix;https://en.wikipedia.org/wiki/Jimi_Hendrix;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
