ID;QUERY;CAT;DIFFICULTY;INT-ID;REL;EQV;COMMENT;;;;;;
webis-001;new york times square dance;ConQ;2;0;3;;Articles mentioning dance and square in the New York Times newspaper;https://en.wikipedia.org/wiki/The_New_York_Times;square dance;;;;
webis-001;new york times square dance;ConQ;2;1;3;2;Dance happening in Times Square in New York City;https://en.wikipedia.org/wiki/New_York_City;https://en.wikipedia.org/wiki/Times_Square;dance;;;
webis-001;new york times square dance;ConQ;2;2;2;1;Dance happening in Times Square in New York state;https://en.wikipedia.org/wiki/New_York_(state);https://en.wikipedia.org/wiki/Times_Square;dance;;;
webis-001;new york times square dance;ConQ;2;3;2;;Articles about the folk dance Square Dance in the New York Times newspaper;https://en.wikipedia.org/wiki/The_New_York_Times;https://en.wikipedia.org/wiki/Square_Dance_(ballet);;;;
webis-001;new york times square dance;ConQ;2;4;2;;Number of times Square Dance was performed in New York City;https://en.wikipedia.org/wiki/New_York_City;times;https://en.wikipedia.org/wiki/Square_Dance_(ballet);;;
webis-001;new york times square dance;ConQ;2;5;1;;Number of times Square Dance was performed in New York state;https://en.wikipedia.org/wiki/New_York_(state);times;https://en.wikipedia.org/wiki/Square_Dance_(ballet);;;
webis-001;new york times square dance;ConQ;2;6;1;;Article mentioning Square Dance film in the New York Times newspaper;https://en.wikipedia.org/wiki/The_New_York_Times;https://en.wikipedia.org/wiki/Square_Dance_(film);;;;
webis-001;new york times square dance;ConQ;2;7;1;;Number of times Square Dance film was played in New York City;https://en.wikipedia.org/wiki/New_York_City;times;https://en.wikipedia.org/wiki/Square_Dance_(film);;;
webis-001;new york times square dance;ConQ;2;8;1;;Number of times Square Dance film was played in New York state;https://en.wikipedia.org/wiki/New_York_(state);times;https://en.wikipedia.org/wiki/Square_Dance_(film);;;
webis-002;skyline drive in west virginia;ConQ, LQ;2;0;3;;The Skyline Drive road passing through West Virginia;https://en.wikipedia.org/wiki/Skyline_Drive;in;https://en.wikipedia.org/wiki/West_Virginia;;;
webis-002;skyline drive in west virginia;ConQ, LQ;2;1;2;;The Skyline Drive-in theatre in West Virginia;http://cinematreasures.org/theaters/58183;https://en.wikipedia.org/wiki/West_Virginia;;;;
webis-003;elton john wayne rooney;ConQ;2;0;3;;Elton John the singer with Wayne Rooney the footballer;https://en.wikipedia.org/wiki/Elton_John;https://en.wikipedia.org/wiki/Wayne_Rooney;;;;
webis-003;elton john wayne rooney;ConQ;2;1;2;;Elton John the footballer and Wayne Rooney the footballer meeting or playing in a football match;https://en.wikipedia.org/wiki/Elton_John_(footballer);https://en.wikipedia.org/wiki/Wayne_Rooney;;;;
webis-003;elton john wayne rooney;ConQ;2;2;1;;John Wayne the actor with people named Elton and Rooney;elton;https://en.wikipedia.org/wiki/John_Wayne;rooney;;;
webis-004;frank zappa mother;ConQ, RQ;3;0;3;;The Mothers of Invention band of Frank Zappa;https://en.wikipedia.org/wiki/Frank_Zappa;https://en.wikipedia.org/wiki/The_Mothers_of_Invention;;;;
webis-004;frank zappa mother;ConQ, RQ;3;1;3;;The biological mother of Frank Zappa;https://en.wikipedia.org/wiki/Frank_Zappa;mother;;;;
webis-005;big data problem;ConQ;2;0;3;;Problem faced when dealing with Big Data ;https://en.wikipedia.org/wiki/Big_data;problem;;;;
webis-005;big data problem;ConQ;2;1;2;;Data problem that is big;big;data problem;;;;
webis-005;big data problem;ConQ;2;2;2;;The band Big Data facing a problem;https://en.wikipedia.org/wiki/Big_Data_(band);problem;;;;
webis-005;big data problem;ConQ;2;3;1;;The band DATA facing a problem that is big;big;https://en.wikipedia.org/wiki/DATA_(band);problem;;;
webis-006;camden riversharks;ConQ, LQ;2;0;3;;The baseball team of Camden, New Jersey;https://en.wikipedia.org/wiki/Camden_Riversharks;;;;;
webis-006;camden riversharks;ConQ, LQ;2;1;1;;Are sharks there in the Nepean river of Camden city in New South Wales which they are not;https://en.wikipedia.org/wiki/Camden,_New_South_Wales;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;2;2;;Blue Sharks which stray off to the rivers near Camden, Nova Scotia (http://www.dfo-mpo.gc.ca/species-especes/sharks/info/sightings-eng.html);https://en.wikipedia.org/wiki/Camden,_Nova_Scotia;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;3;2;;Sharks found in rivers of Alabama near Camden (https://www.al.com/outdoors/2015/07/sharks_of_alabama_these_16_sha.html);https://en.wikipedia.org/wiki/Camden,_Alabama;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;4;2;;Shark fossils found in the riverbed of Camden, Arkansas (https://paleoaerie.org/tag/arkansas/);https://en.wikipedia.org/wiki/Camden,_Arkansas;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;5;2;;River Shark found in the Fresno County of California (https://sacramento.cbslocal.com/2011/05/11/shark-found-dead-in-clovis-irrigation-canal/);https://en.wikipedia.org/wiki/Camden,_Fresno_County,_California;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;6;2;;Sharks found in rivers of Delaware near Camden (https://www.beach-net.com/whats-here/sharks-delaware-maryland.php);https://en.wikipedia.org/wiki/Camden,_Delaware;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;7;2;;The scare that white sharks were there in the Illinois river near Camden (https://www.thatsnonsense.com/were-two-great-white-sharks-spotted-in-illinois-river-fact-check/);https://en.wikipedia.org/wiki/Camden,_Illinois;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;8;2;;The scare that bull shark was there in the Wabash river near Camden in Indiana (http://www.wbiw.com/state/archive/2013/05/dnr-no-shark-in-the-wabash-river.php) ;https://en.wikipedia.org/wiki/Camden,_Indiana;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;9;2;;White sharks off the coast off Camden in Maine (https://www.pressherald.com/2017/12/05/scientists-maine-coast-could-see-more-great-white-sharks/);https://en.wikipedia.org/wiki/Camden,_Maine;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;10;1;;Less likelihood of the user asking for sharks in rivers of Michigan since Michigan is nearly 2000 miles of the nearest ocean;https://en.wikipedia.org/wiki/Camden,_Michigan;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;11;2;;Bull sharks in the Mississippi river passing through Camden, Minneapolis (https://retrieverman.net/tag/bull-shark-minnesota/)  ;https://en.wikipedia.org/wiki/Camden,_Minneapolis;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;12;1;;Are there sharks in the part of the Missouri River that flows through Camden (https://helenair.com/angler-catches-shark-in-missouri-river/article_9ba2e113-f93b-5eb1-ab91-98c46faae674.html);https://en.wikipedia.org/wiki/Camden,_Missouri;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;13;1;;The baseball team or the river sharks found in Shark Realm of Adventure Aquarium;https://en.wikipedia.org/wiki/Camden,_New_Jersey;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;14;1;;Are sharks there in the river near Camden in New York which they are not since only a lake is nearby;https://en.wikipedia.org/wiki/Camden,_New_York;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;15;2;;Bull shark are sometimes found in the Pasquotank river passing through Camden in North Carolina (https://ncseagrant.ncsu.edu/coastwatch/previous-issues/2014-2/spring-2014/sharks-of-north-carolina/);https://en.wikipedia.org/wiki/Camden,_North_Carolina;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;16;1;;Are sharks there in the river near Camden city in Ohio which they are not;https://en.wikipedia.org/wiki/Camden,_Ohio;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;17;1;;User might have wanted to ask for sharks in rivers passing through Camden, South Carolina and although there are sharks found in South Carolina but they are far from where Camden is located;https://en.wikipedia.org/wiki/Camden,_South_Carolina;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;18;1;;User might have wanted to ask for sharks in rivers passing through Camden, Tennessee and evidence of this is not found;https://en.wikipedia.org/wiki/Camden,_Tennessee;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;19;1;;User might have wanted to ask for shark in river near Camden in Texas, but likelihood is low since a bull shark was found in Trinity River in Texas which is far away from Camden (https://www.theinertia.com/environment/dead-bull-shark-found-in-texas-river-reminda-us-they-can-sometimes-survive-in-fresh-water/)  ;https://en.wikipedia.org/wiki/Camden,_Texas;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;20;2;;Sharks in Mississippi river near Camden, Mississippi  (http://www.eregulations.com/mississippi/saltwater/common-sharks-mississippi-waters/);https://en.wikipedia.org/wiki/Camden,_Mississippi;riversharks;;;;
webis-006;camden riversharks;ConQ, LQ;2;21;2;;Sharks found in the Camden Haven River (https://www.camdencourier.com.au/story/5146327/shark-spotted-in-camden-haven-river-photos/);https://en.wikipedia.org/wiki/Camden_Haven_River;riversharks;;;;
webis-007;kendrick lamar i tunes;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Kendrick_Lamar;https://en.wikipedia.org/wiki/ITunes;;;;
webis-007;kendrick lamar i tunes;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/I_(Kendrick_Lamar_song);https://en.wikipedia.org/wiki/ITunes;;;;
webis-007;kendrick lamar i tunes;ConQ;2;2;2;;;https://en.wikipedia.org/wiki/I_(Kendrick_Lamar_song);https://en.wikipedia.org/wiki/I_(Kendrick_Lamar_song);tunes;;;
webis-008;kenneth cole black friday sale;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Kenneth_Cole_(designer);https://en.wikipedia.org/wiki/Black_Friday_(shopping);sale;;;
webis-008;kenneth cole black friday sale;ConQ;2;1;2;;;https://en.wikipedia.org/wiki/Kenneth_Cole_(designer);https://www.amazon.com/Kenneth-Cole-Black-3-4-Fl/dp/B00CEK10Q2;friday;sale;;
webis-008;kenneth cole black friday sale;ConQ;2;2;1;;;https://en.wikipedia.org/wiki/Kenneth,_Indiana;https://en.wikipedia.org/wiki/Cole_Black;friday;sale;;
webis-008;kenneth cole black friday sale;ConQ;2;3;1;;;https://en.wikipedia.org/wiki/Kenneth,_Minnesota;https://en.wikipedia.org/wiki/Cole_Black;friday;sale;;
webis-009;first aid kit fireworks;ConQ;2;0;3;;;first aid kit;fireworks;;;;
webis-009;first aid kit fireworks;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/First_Aid_Kit_(band);https://www.amazon.de/Fireworks/dp/B076L6M3DV;;;;
webis-010;frankie goes hollywood;ConQ, LQ;2;0;3;;;https://en.wikipedia.org/wiki/Frankie_Goes_to_Hollywood;;;;;
webis-010;frankie goes hollywood;ConQ, LQ;2;1;2;;;https://en.wikipedia.org/wiki/Frankie_Goes_to_Hollywood_(video_game);;;;;
webis-010;frankie goes hollywood;ConQ, LQ;2;2;1;;;https://en.wikipedia.org/wiki/Frank_Sinatra;goes;https://en.wikipedia.org/wiki/Hollywood;;;
webis-011;cage the elephant;ConQ, LQ;2;0;3;;;https://en.wikipedia.org/wiki/Cage_the_Elephant;;;;;
webis-011;cage the elephant;ConQ, LQ;2;1;2;;;cage;the elephant;;;;
webis-012;page played kashmir knebworth les paul tuned uniquely;ConQ, LQ;2;0;3;;;https://en.wikipedia.org/wiki/Jimmy_Page;played;https://en.wikipedia.org/wiki/Kashmir_(song);https://en.wikipedia.org/wiki/Knebworth_Festival_1979;https://en.wikipedia.org/wiki/Gibson_Les_Paul;tuned uniquely
webis-012;page played kashmir knebworth les paul tuned uniquely;ConQ, LQ;2;1;2;;;page;played;https://en.wikipedia.org/wiki/Kashmir;https://en.wikipedia.org/wiki/Knebworth;https://en.wikipedia.org/wiki/Les_Paul;tuned uniquely
webis-013;tom cruise ship scene;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Tom_Cruise;ship scene;;;;
webis-013;tom cruise ship scene;ConQ;2;1;1;;;https://en.wikipedia.org/wiki/Tom_and_Jerry;cruise ship scene;;;;
webis-ambient-001;aida by giuseppe verdi;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Aida;by;https://en.wikipedia.org/wiki/Giuseppe_Verdi;;;
webis-ambient-002;aida by elton john and tim rice;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Aida_(musical);by;https://en.wikipedia.org/wiki/Elton_John;and;https://en.wikipedia.org/wiki/Tim_Rice;
webis-ambient-003;aida palestinian refugee camp;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Aida_Camp;palestinian refugee camp;;;;
webis-ambient-004;aida film starring sophia loren 1953;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Aida_(1953_film);film;starring;https://en.wikipedia.org/wiki/Sophia_Loren;;
webis-ambient-005;b-52 stratofortress bomber aircraft designed by boeing;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Boeing_B-52_Stratofortress;designed by;https://en.wikipedia.org/wiki/Boeing;;;
webis-ambient-006;the b-52s rock band;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/The_B-52%27s;rock band;;;;
webis-ambient-006;the b-52s rock band;ConQ;2;1;2;;;https://en.wikipedia.org/wiki/The_B-52%27s;https://en.wikipedia.org/wiki/Rock_Band;;;;
webis-ambient-006;the b-52s rock band;ConQ;2;2;2;;The band in the music video game ;https://en.wikipedia.org/wiki/The_B-52%27s;https://en.wikipedia.org/wiki/Rock_Band_(video_game);;;;
webis-ambient-006;the b-52s rock band;ConQ;2;3;2;;The band in the music video game ;https://en.wikipedia.org/wiki/The_B-52%27s;https://en.wikipedia.org/wiki/Rock_Band_(iOS);;;;
webis-ambient-007;the bronx borough in new york city;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/The_Bronx;borough in;https://en.wikipedia.org/wiki/New_York_City;;;
webis-ambient-008;bronx botanical garden;LQ;1;0;3;;;https://en.wikipedia.org/wiki/New_York_Botanical_Garden;;;;;
webis-ambient-009;a bronx morning film from 1931;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/A_Bronx_Morning;film from 1931;;;;
webis-ambient-010;dean cain;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Dean_Cain;;;;;
webis-ambient-011;herb cain;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Herb_Cain;;;;;
webis-ambient-012;james m cain;LQ;1;0;3;;;https://en.wikipedia.org/wiki/James_M._Cain;;;;;
webis-ambient-013;liz cain;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Elizabeth_Cain;;;;;
webis-ambient-014;cain by lord byron;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Cain_(play);by;https://en.wikipedia.org/wiki/Lord_Byron;;;
webis-ambient-015;camel cigarette brand from the usa;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Camel_(cigarette);cigarette brand;from the;https://en.wikipedia.org/wiki/United_States;;
webis-ambient-016;the cube 1969 film by jim henson;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/The_Cube_(film);1969 film;by;https://en.wikipedia.org/wiki/Jim_Henson;;
webis-ambient-017;nintendo gamecube;LQ;1;0;3;;;https://en.wikipedia.org/wiki/GameCube;;;;;
webis-ambient-018;aprilia rs3 cube;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Aprilia_RS_Cube;;;;;
webis-ambient-019;nissan cube;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Nissan_Cube;;;;;
webis-ambient-020;power mac g4 cube from apple;ConQ;1;0;3;2;;https://en.wikipedia.org/wiki/Power_Mac_G4_Cube;from;https://en.wikipedia.org/wiki/Apple_Inc.;;;
webis-ambient-020;power mac g4 cube from apple;ConQ;1;1;1;;The user wants to buy the computer in Apple, Oklahoma;https://en.wikipedia.org/wiki/Power_Mac_G4_Cube;from;https://en.wikipedia.org/wiki/Apple,_Oklahoma;;;
webis-ambient-020;power mac g4 cube from apple;ConQ;1;2;1;0;;https://en.wikipedia.org/wiki/Power_Macintosh;g4 cube;from;https://en.wikipedia.org/wiki/Apple_Inc.;;
webis-ambient-021;excalibur of king arthur;ConQ;2;0;3;;The sword of the king;https://en.wikipedia.org/wiki/Excalibur;of;https://en.wikipedia.org/wiki/King_Arthur;;;
webis-ambient-021;excalibur of king arthur;ConQ;2;1;2;;The sword of the king in the tv series ;https://en.wikipedia.org/wiki/Excalibur;of;https://en.wikipedia.org/wiki/King_Arthur_(TV_series);;;
webis-ambient-021;excalibur of king arthur;ConQ;2;2;2;;The sword of the king in the film;https://en.wikipedia.org/wiki/Excalibur;of;https://en.wikipedia.org/wiki/King_Arthur_(2004_film);;;
webis-ambient-021;excalibur of king arthur;ConQ;2;3;2;;The sword of the king in the video game;https://en.wikipedia.org/wiki/Excalibur;of;https://en.wikipedia.org/wiki/King_Arthur_(video_game);;;
webis-ambient-021;excalibur of king arthur;ConQ;2;4;1;;The sword of the king in the opera;https://en.wikipedia.org/wiki/Excalibur;of;https://en.wikipedia.org/wiki/King_Arthur_(opera);;;
webis-ambient-022;excalibur produced by john boorman;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Excalibur_(film);produced by;https://en.wikipedia.org/wiki/John_Boorman;;;
webis-ambient-023;excalibur by grave digger;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Excalibur_(Grave_Digger_album);by;https://en.wikipedia.org/wiki/Grave_Digger_(band);;;
